,chembl_ids,IC50s,SMILES
4454,CHEMBL5276972,210.0,CCOc1ccc(C(=O)/C=C/c2ccc(Br)cc2)cc1
4448,CHEMBL342010,210.0,CCOc1ccc(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)cc1
4455,CHEMBL5272342,210.0,CCOc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1
4447,CHEMBL5267506,210.0,CCOc1ccc(C(=O)/C=C/c2ccc(CC)cc2)cc1
4452,CHEMBL138676,210.0,CCOc1ccc(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cc1
3625,CHEMBL4451303,210.0,Cn1c(=O)c2c(nc3n2CCN([C@@H]2CCCc4ccccc42)C3)n(C)c1=O
1588,CHEMBL3297792,210.0,O=C(SCc1ccco1)c1cc2ccccc2oc1=O
362,CHEMBL1243152,210.0,C[C@H]1CCC/C(=N/Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)C1
4093,CHEMBL4854334,210.0,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1
4445,CHEMBL33458,210.0,CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1
2591,CHEMBL4075920,210.8,COc1ccc2occ(C(=O)Nc3ccc(C)cc3)c(=O)c2c1
4723,CHEMBL4075920,211.0,COc1ccc2occ(C(=O)Nc3ccc(C)cc3)c(=O)c2c1
446,CHEMBL1253693,211.0,Clc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1
2248,CHEMBL3805175,213.22,CN(C)c1ccc(/C=C2\COc3ccccc3C2=O)cn1
2127,CHEMBL3770747,214.0,CC(=O)c1ccc(OCc2cccc(Br)c2)cc1
3908,CHEMBL4791844,215.0,COc1ccc(-c2cnc3c4ccccc4nn3c2)cc1
2274,CHEMBL3909535,215.0,CC(C)c1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1
3236,CHEMBL4514607,215.0,N#C/C(=C\C=C\c1ccc2c(c1)OCO2)C(=O)Oc1ccccc1
3196,CHEMBL4463081,216.0,COc1cccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)c1
3264,CHEMBL4562988,216.4,C#CCN1CCC(CCc2cc(F)c(F)cc2F)CC1
948,CHEMBL2151675,216.58,Fc1ccc(-c2csc(N/N=C\c3ccco3)n2)c(F)c1
1685,CHEMBL3394537,217.0,O=c1oc2cc(/N=C/c3ccc(O)cc3O)ccc2c2c1CCC2
2104,CHEMBL3770005,217.99,COc1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)c(Cl)c3)O2)cc1
3033,CHEMBL4239660,218.0,C[C@H](Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)N(C)CC(=O)O
2013,CHEMBL3735242,218.0,Cc1ccc2oc(=O)c(-c3cccc(OCCN(C)C)c3)cc2c1
1345,CHEMBL241617,218.0,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)cc2)n(C)c1=O
4077,CHEMBL673,220.0,C#CCN(C)Cc1ccccc1
3746,CHEMBL673,220.0,C#CCN(C)Cc1ccccc1
1633,CHEMBL3319238,220.0,O=C(Nc1ccc2cn[nH]c2c1)c1cnc(N2CCOCC2)c(Cl)c1
4996,CHEMBL5630122,220.0,O=C1OCc2ccc(N3N=C(c4ccccc4O)CC3=O)cc21
665,CHEMBL1823543,220.61,CC(=O)N1N=C(c2ccc(Br)cc2)OC1c1ccc(Cl)cc1
658,CHEMBL1823543,220.61,CC(=O)N1N=C(c2ccc(Br)cc2)OC1c1ccc(Cl)cc1
2168,CHEMBL3770592,221.0,CC1Oc2ccccc2C2CC(c3ccc(F)cc3)=NN2C1=O
3868,CHEMBL972,221.0,C#CCN(C)[C@H](C)Cc1ccccc1
448,CHEMBL399572,221.0,N#Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1
753,CHEMBL1927667,223.0,Cn1c(=O)c2c(nc(SCCc3ccccc3)n2C)n(C)c1=O
1065,CHEMBL2204763,223.0,N#Cc1ccc(SC2CCCCC2)cc1C#N
1864,CHEMBL3613273,223.0,O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccc(F)cc1
3503,CHEMBL4452340,223.1,CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cc(F)cc(F)c3)cc2oc1=O
5543,CHEMBL6120505,224.0,Cc1ccc2oc(=O)c(-c3ccnc(F)c3)cc2c1
4399,CHEMBL7002,225.0,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
327,CHEMBL7002,225.0,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
2214,CHEMBL3786378,226.0,COc1cc(O)c2c(c1)O/C(=C\c1ccc(N3CCCCC3)cc1)C2=O
4417,CHEMBL3786378,226.0,COc1cc(O)c2c(c1)O/C(=C\c1ccc(N3CCCCC3)cc1)C2=O
1020,CHEMBL2206105,227.0,Cn1c(=O)c2c(nc(SCc3cccc(Cl)c3)n2C)n(C)c1=O
1522,CHEMBL3264957,227.48,CC1CC/C(=N\Nc2nc(-c3ccc(C#N)cc3)cs2)C1
810,CHEMBL1946643,228.0,O=C1NC(=O)/C(=C\c2ccc(Br)cc2)S1
2575,CHEMBL4081648,228.6,COc1ccc2oc(=O)c(C(=O)Nc3cccc(O)c3)cc2c1
4060,CHEMBL4849229,230.0,COc1cc(/C=C/c2coc3ccccc3c2=O)cc(OC)c1OC
4243,CHEMBL1568688,230.0,Oc1nc(SCc2cccc(Cl)c2)nc2ccccc12
364,CHEMBL1243181,230.0,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccc(C#N)cc3)cs2)C1
4810,CHEMBL5566877,230.0,Cc1cc(C)cc(CNC(=O)c2nc3ccc(O)cc3s2)c1
4064,CHEMBL4875710,230.0,COc1ccc2occ(/C=C/c3ccc(N(C)C)cc3)c(=O)c2c1
3152,CHEMBL1568688,230.0,Oc1nc(SCc2cccc(Cl)c2)nc2ccccc12
5702,CHEMBL6175815,230.0,O=C(/C=C/C=C/c1ccc(F)cc1)c1cc2ccccc2o1
3205,CHEMBL4446092,230.0,CC(C)c1noc(-c2ccc(C3=NCCN3)cc2)n1
1799,CHEMBL3415818,230.0,C#CCN(C)CC(=C)c1ccc(F)c(C)c1.O=C(O)C(=O)O
306,CHEMBL1213717,231.02,COc1cccc(-c2csc(N/N=C3\CCC(C)C3)n2)c1
2999,CHEMBL4217355,232.0,O=C1/C(=C/c2ccc(OCCCN3CCCCC3)cc2)Cc2ccc(OCc3ccc(Br)cc3)cc21
546,CHEMBL1761764,233.73,COc1ccc2oc(=O)c(-c3ccsc3)cc2c1
1613,CHEMBL3319260,234.0,O=C(Nc1ccc(F)c(Cl)c1)c1ccc2cn[nH]c2c1
182,CHEMBL488075,236.0,C=C(Br)COc1ccc2c3c(c(=O)oc2c1C)CCCC3
3920,CHEMBL4757484,236.0,COc1ccc(-c2cnc3c4ncccc4nn3c2)cc1
2801,CHEMBL4175062,237.0,CC1CCC(=NNc2nc(-c3cccc([N+](=O)[O-])c3)cs2)CC1
5560,CHEMBL6150081,237.55,O=c1ccc2cc(COc3ccccc3F)ccc2o1
1166,CHEMBL2382439,238.0,COc1cccc(/C=C/CC(=O)Nc2nc3ccccc3c(=O)s2)c1
554,CHEMBL1766619,238.6,O=c1c(Cc2ccc(Cl)cc2)coc2cc(Cl)cc(Cl)c12
3668,CHEMBL4557483,239.0,Cc1ccccc1NC(=O)c1coc2ccccc2c1=O
3253,CHEMBL4471841,240.0,C#CCNC1CCc2c(SCc3ccc(F)cc3)cccc21
1760,CHEMBL3417300,240.0,Cc1c(C)c2ccc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc2oc1=O
4710,CHEMBL5432117,240.0,O=C(Nc1ccccc1)c1coc2ccc(O)cc2c1=O
5534,CHEMBL6168255,241.0,COc1ccc(-c2cc3ccc4ccccc4c3oc2=O)cc1OC
2255,CHEMBL3805010,241.11,CN(C)c1ncc(/C=C2\COc3ccccc3C2=O)cn1
817,CHEMBL1946828,242.0,CN(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
2161,CHEMBL3770343,242.0,O=C1COc2ccc(Cl)cc2C2CC(c3ccc(F)cc3)=NN12
3081,CHEMBL1383041,242.0,O=C1/C(=C/c2ccc(O)cc2)COc2ccccc21
1063,CHEMBL2204765,242.0,CC(C)CCSc1ccc(C#N)c(C#N)c1
5047,CHEMBL5647105,243.0,COc1cc(Cl)c2c(=O)cc(-c3ccc(OCC(C)C)cc3)oc2c1
561,CHEMBL451747,247.51,COc1ccc(/C=C2\COc3ccccc3C2=O)c(OC)c1
1721,CHEMBL3402189,248.0,Clc1cccc(COc2ccc3c(c2)OCO3)c1
3869,CHEMBL396778,249.0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
4646,CHEMBL5426461,249.0,Oc1cc(OCc2cccc(Cl)c2)ccc1CNc1ccccc1
4812,CHEMBL5557687,250.0,O=C(NCc1cccs1)c1nc2ccc(O)cc2s1
939,CHEMBL2088306,250.0,Cn1c(=O)c2c(nc(COc3ccc(Cl)cc3)n2C)n(C)c1=O
3088,CHEMBL4287036,250.0,Cc1ccc2oc(-c3cccc(Br)c3)cc2c1
91,CHEMBL508698,250.0,O=C(Nc1cccc(F)c1)c1cc2ccccc2oc1=O
92,CHEMBL509345,250.0,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O
3333,CHEMBL4530960,250.0,Cc1c(C)c2ccc(OCC3CCN(CCCO[N+](=O)[O-])CC3)cc2oc1=O
1371,CHEMBL3989843,250.0,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1
1794,CHEMBL3415786,250.0,C#CCNCC(=C)c1cccc(COc2ccccc2)c1.O=C(O)C(=O)O
3254,CHEMBL4451660,250.0,C#CCNC1CCc2c(NCc3ccc(C)cc3)cccc21
2047,CHEMBL3739905,251.14,O=C1CCOc2cc(OCCc3ccccc3)ccc21
1886,CHEMBL1801962,253.0,COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F
2022,CHEMBL3736303,253.2,Cc1ccc2oc(=O)c(-c3ccccc3OCc3cccc(F)c3)cc2c1
3553,CHEMBL4545912,256.0,C#CCNC1CCc2cc(OCCCN3CCCCC3)ccc21
2019,CHEMBL3734905,256.4,Cc1ccc2oc(=O)c(-c3ccccc3OCc3ccccc3)cc2c1
2490,CHEMBL4102841,257.0,O=C1COC(c2ccc(/N=C/c3cccc(Cl)c3)cc2)=NN1
2919,CHEMBL3094320,257.0,Cl.NCc1ccc(OCc2cccc(Cl)c2)cc1
1401,CHEMBL3121774,258.0,C#CCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1
4801,CHEMBL5556728,258.0,COc1ccccc1CNC(=O)c1nc2ccc(O)cc2s1
3858,CHEMBL4741730,258.0,Cc1cc(OCc2cccc(F)c2)ccc1CN1CC[C@H]1C(N)=O
438,CHEMBL374237,259.0,CC1CCC(=NNc2nc(-c3ccccc3)cs2)CC1
4153,CHEMBL5072382,260.0,Cc1c(C)c2ccc(OCC3CCCN(CCCC(F)F)C3)cc2oc1=O
4368,CHEMBL1195259,260.0,C#CCNC1CCc2c(OC(=O)N(C)C)cccc21
355,CHEMBL1243089,260.0,C[C@H]1CCC/C(=N/Nc2nc(-c3ccc(F)cc3F)cs2)C1
4191,CHEMBL5207442,260.0,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)ccc3C2=O)cc1
4697,CHEMBL396778,260.0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
2629,CHEMBL4067752,262.0,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(Br)c2)c1
4715,CHEMBL5415156,262.0,Cc1ccc(NC(=O)c2coc3ccc(O)cc3c2=O)cc1C
3000,CHEMBL4205653,262.0,O=C1/C(=C/c2ccc(OCCCN3CCCCC3)cc2)Cc2cc(OCc3ccc(Br)cc3)ccc21
454,CHEMBL246811,262.0,Clc1ccc(-c2csc(NN=C3CCCC3)n2)cc1
542,CHEMBL1761760,262.95,COc1ccc2cc(-c3cccs3)c(=O)oc2c1
3711,CHEMBL4546819,264.0,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)c(F)c2)n(C)c1=O
3041,CHEMBL4244643,264.0,C[C@H](Cc1ccc(OCc2cccc(Cl)c2)cc1)N(C)CC(=O)O
3498,CHEMBL4570780,264.9,CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cccc(F)c3)cc2oc1=O
1086,CHEMBL2312989,266.7,Cn1c(=O)c2c(cc(/C=C/c3ccc(Br)cc3)n2C)n(C)c1=O
1228,CHEMBL2418207,267.1,Clc1ccccc1-c1nc2ccc(N3CCCCC3)nc2o1
4466,CHEMBL5267561,270.0,COc1ccc2c(=O)cc(-n3cnc4ccccc43)oc2c1
1858,CHEMBL972,270.0,C#CCN(C)[C@H](C)Cc1ccccc1
3246,CHEMBL4590546,270.0,C#CCNC1CCc2c(OCCc3cc(NC(=O)CO)ccc3Cl)cccc21
3895,CHEMBL4794139,270.0,C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21
2440,CHEMBL4094880,270.0,CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1
3506,CHEMBL1818874,270.0,NC(=S)N/N=C/c1cccc(F)c1
4117,CHEMBL2334460,270.0,C#CCNC1=CC(=O)c2ccccc2C1=O
5599,CHEMBL1324781,270.0,O=[N+]([O-])c1ccc(NC(S)=NCc2ccc(F)cc2)cc1
2378,CHEMBL2418205,270.0,Fc1cccc(-c2nc3ccc(N4CCCCC4)nc3o2)c1
5162,CHEMBL2418205,270.0,Fc1cccc(-c2nc3ccc(N4CCCCC4)nc3o2)c1
1227,CHEMBL2418206,270.3,Fc1ccc(-c2nc3ccc(N4CCCCC4)nc3o2)cc1
2896,CHEMBL4213137,271.0,NC(=O)c1ccc(OCc2ccc(F)cc2)cc1
1039,CHEMBL1927667,271.0,Cn1c(=O)c2c(nc(SCCc3ccccc3)n2C)n(C)c1=O
1226,CHEMBL2418205,271.8,Fc1cccc(-c2nc3ccc(N4CCCCC4)nc3o2)c1
5715,CHEMBL6177119,272.0,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2cc(OCc3ccccc3)ccc2c1=O
3839,CHEMBL4762982,272.0,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccc(OCc3ccccc3)cc2c1=O
4428,CHEMBL4762982,272.0,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccc(OCc3ccccc3)cc2c1=O
2628,CHEMBL4095173,273.0,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(C(F)(F)F)c2)c1
3589,CHEMBL4441456,274.0,Cc1c(C)c2ccc(OC3CCN(C)CC3)cc2oc1=O
1995,CHEMBL2420787,275.0,Cc1ccc(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)o1
1267,CHEMBL2420787,275.0,Cc1ccc(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)o1
3730,CHEMBL4559410,275.0,Cn1c(=O)c2c(nc3n2CCCCN3Cc2ccccc2Br)n(C)c1=O
2994,CHEMBL4205653,276.0,O=C1/C(=C/c2ccc(OCCCN3CCCCC3)cc2)Cc2cc(OCc3ccc(Br)cc3)ccc21
3531,CHEMBL4441316,277.0,O=C(Nc1cc2cc[nH]c2cn1)c1ccc(F)c(F)c1
5325,CHEMBL4441316,277.0,O=C(Nc1cc2cc[nH]c2cn1)c1ccc(F)c(F)c1
4790,CHEMBL5532507,279.0,O=C(NCc1ccccc1F)c1nc2ccc(O)cc2s1
4040,CHEMBL4877043,280.0,C#CCNC1CCc2c(SCCc3cccc(C(F)(F)F)c3)cccc21
2830,CHEMBL4165326,280.0,C#CCNC1CCc2c(OCc3cccc(F)c3)cccc21
1778,CHEMBL3415798,280.0,C#CCN(C)CC(=C)c1ccc(F)cc1.Cl
4764,CHEMBL5397142,280.0,COc1ccc(C(=O)c2sc3ccccc3c2O)cc1
4465,CHEMBL5280309,280.0,COc1ccc2c(=O)cc(-n3ccc4ccccc43)oc2c1
1259,CHEMBL2417757,280.0,CN1N=C(c2ccccc2)CC1c1ccccc1F
1474,CHEMBL3219200,280.0,C/C(=N\Nc1nc(-c2ccccc2)c(C)s1)c1nccs1
3733,CHEMBL4483563,282.0,Cn1c(=O)c2c(nc3n2CCCCN3Cc2ccc(Cl)cc2Cl)n(C)c1=O
4804,CHEMBL5559540,282.0,Cc1cccc(CNC(=O)c2nc3ccc(O)cc3s2)c1
1866,CHEMBL3613271,283.0,O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1cccc(F)c1
2916,CHEMBL4214069,283.0,COc1ccc(COc2ccc(CN)cc2)cc1.Cl
580,CHEMBL1783714,283.75,Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1
1496,CHEMBL1783714,283.75,Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1
729,CHEMBL1783714,283.75,Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1
452,CHEMBL1253614,284.0,Clc1ccc(-c2csc(NN=C3CCCC3)n2)c(Cl)c1
2142,CHEMBL3769672,284.0,CC(=O)c1ccc(OCc2ccccc2[N+](=O)[O-])cc1
1293,CHEMBL2430705,284.0,O=C1CCc2cc(OCCCc3ccccc3)ccc2N1
2486,CHEMBL4100056,284.0,O=C1COC(c2ccc(NC(=O)c3cccc(Cl)c3)cc2)=NN1
3592,CHEMBL4466718,285.0,Cc1c(C)c2ccc(OC3CCN(Cc4cccc(Cl)c4)CC3)cc2oc1=O
2489,CHEMBL4070468,287.0,O=C1COC(c2ccc(/N=N/c3cccc(Cl)c3)cc2)=NN1
2492,CHEMBL4089906,288.0,O=C1COC(c2ccc(C(=O)Nc3cccc(Cl)c3)cc2)=NN1
1268,CHEMBL2420786,288.0,Cc1ccc(C(=O)/C=C/c2cccc(C(F)(F)F)c2)o1
723,CHEMBL1830148,289.0,N#Cc1ccc(/C=C/C(=O)Nc2cccc(Br)c2)cc1
4364,CHEMBL5171313,289.0,Fc1ccc(Cn2ccc3c(N4CCC(F)(F)CC4)nc4ccccc4c32)cc1
3494,CHEMBL4521148,289.9,Cc1cc(=O)c(O)cn1Cc1cc2ccc(OCc3ccccc3)cc2oc1=O
3227,CHEMBL3884602,290.0,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1
2360,CHEMBL3884602,290.0,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1
2612,CHEMBL4067432,290.0,Cc1c(Cl)c(=O)oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc12
4739,CHEMBL2237017,290.0,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1
4738,CHEMBL4634695,290.0,COc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1
4961,CHEMBL5572323,292.3,NC(=O)Cc1nc2cc(OCc3cccc(Cl)c3)ccc2[nH]1
455,CHEMBL386941,296.0,c1ccc(-c2csc(NN=C3CCCC3)n2)cc1
3597,CHEMBL4451548,297.0,Cc1c(C)c2ccc(OCC3CCN(C)CC3)cc2oc1=O.Cl
4632,CHEMBL5425310,297.0,N#Cc1cc(-c2ccc(F)cc2)ccc1NC(=O)c1ccccn1
4647,CHEMBL5418090,297.0,Oc1cc(OCc2cccc(C(F)(F)F)c2)ccc1CNc1ccccc1
979,CHEMBL2151555,297.91,C/C(=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1cccs1
326,CHEMBL595,298.0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
4397,CHEMBL595,298.0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
3615,CHEMBL4522235,298.0,Cc1c(C)c2ccc(OCCCN3CCc4ccccc4C3)cc2oc1=O.Cl
3539,CHEMBL4442920,300.0,C#CCN(C)Cc1ccc(Br)cc1
1237,CHEMBL2417753,300.0,CN1N=C(c2ccc(O)cc2O)CC1c1ccccc1Cl
4319,CHEMBL5178355,300.0,CCCCC1OC(=O)c2cc(OCc3ccc(CN4CCCCC4)c(O)c3)ccc21
2451,CHEMBL2018439,300.0,O=c1c2ccccc2sc2cc(O)cc(O)c12
2863,CHEMBL4214270,300.0,Oc1cc(Cl)ccc1NC(=S)Nc1ccc2[nH]ccc2c1
2613,CHEMBL4088674,300.0,Cc1c(C#N)c(=O)oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc12
3190,CHEMBL4443215,300.0,Cc1ccc(-c2noc(-c3ccc(C4=NCC(C)N4)cc3)n2)s1
977,CHEMBL2151550,301.1,N#Cc1ccc(-c2csc(N/N=C\c3ccc4c(c3)OCO4)n2)cc1
3500,CHEMBL4522440,301.3,Cc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O
2902,CHEMBL4205909,305.0,COc1cccc(COc2ccc(CCN)cc2)c1.Cl
816,CHEMBL596254,305.0,O=C1/C(=C/c2ccc(Cl)cc2)Oc2ccccc21
2017,CHEMBL3735625,305.2,Cc1ccc(S(=O)(=O)Oc2cccc(-c3cc4cc(C)ccc4oc3=O)c2)cc1
5698,CHEMBL6172149,307.0,O=C(/C=C/C=C/c1ccccc1)c1cc2ccccc2o1
5035,CHEMBL5647322,308.0,COc1cc(F)cc2oc(-c3ccc(OCC(C)C)cc3)cc(=O)c12
4627,CHEMBL5416870,308.0,COc1cc(COc2ccc(-c3nc(-c4ccc5[nH]ncc5c4)no3)cc2)cc(OC)c1OC
1830,CHEMBL3585851,310.0,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(OC)ccc2O)cc1
2357,CHEMBL2263059,310.0,CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1
3720,CHEMBL4554986,310.0,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)c(C(F)(F)F)c2)n(C)c1=O
1833,CHEMBL3585846,310.0,C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2OC)cc1
1829,CHEMBL3585853,310.0,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(Cl)ccc2O)cc1
838,CHEMBL2029531,310.0,COc1ccc(OC/C(F)=C\CN)cc1
2133,CHEMBL3769812,311.0,CC(=O)c1ccc(OCc2ccccc2Cl)cc1
3724,CHEMBL4563999,313.0,Cc1cccc(CN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)c1
1612,CHEMBL3319261,316.0,O=C(Nc1ccc(Cl)c(F)c1)c1ccc2cn[nH]c2c1
2268,CHEMBL3900500,316.0,N#Cc1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1
3947,CHEMBL4792289,316.0,C#CCN1CCC(COC(=O)Nc2ccc(C(C)C)cc2)CC1
5553,CHEMBL6141867,316.7,O=c1ccc2ccc(OCc3ccc(OCCF)cc3)cc2o1
3164,CHEMBL4434918,318.0,N#Cc1ccc(-c2nnc(-c3ccc(S(N)(=O)=O)cc3)o2)cc1
984,CHEMBL2151660,319.82,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccco1
4441,CHEMBL5268307,320.0,O=C(/C=C/c1ccc(Br)cc1)c1ccc(-n2ccnc2)cc1
1305,CHEMBL2396876,320.0,COc1ccc2c(c1)C=C(/C=C/C(=O)c1ccccc1OC)CO2
4440,CHEMBL5282774,320.0,CCc1ccc(/C=C/C(=O)c2ccc(-n3ccnc3)cc2)cc1
4439,CHEMBL5268376,320.0,Cc1ccc(/C=C/C(=O)c2ccc(-n3ccnc3)cc2)cc1
3852,CHEMBL4786983,320.0,C#CCN(Cc1ccc(OCc2cccc(F)c2)cc1C)[C@@H](C)C(N)=O
5050,CHEMBL5646671,320.0,COc1cc(Cl)cc2oc(-c3ccc(CC(C)C)cc3)cc(=O)c12
3316,CHEMBL4444006,320.0,Cc1c(C)c2ccc(OCc3cccc(CN4CCC(CO)CC4)c3)cc2oc1=O
1852,CHEMBL3605366,320.0,CN1CCc2c(c3ccccc3n2CCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1
4034,CHEMBL4853325,320.0,C#CCNC1CCc2c(SCc3ccc(C)cc3)cccc21
2169,CHEMBL972,321.0,C#CCN(C)[C@H](C)Cc1ccccc1
1815,CHEMBL3586582,321.0,Cc1c(C)c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2oc1=O
3898,CHEMBL4786924,323.0,C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1
4851,CHEMBL5563200,324.0,COc1ccc2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c(=O)oc2c1
1379,CHEMBL3121864,325.0,COC(=O)c1cc2cc(OC/C=C(\C)CCC=C(C)C)ccc2oc1=O
1571,CHEMBL3354978,330.0,COC[C@@H]1CN(c2noc3cc(OCCCF)ccc23)C(=O)O1
2446,CHEMBL4085819,330.0,CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1
4065,CHEMBL4871027,330.0,COc1ccc2occ(/C=C/c3ccc(O)cc3)c(=O)c2c1
4930,CHEMBL3182446,330.0,O=C(Nc1ccc(Cl)cc1)c1ccc2c(c1)OCCO2
5655,CHEMBL6164559,330.0,C=CCN1C(=O)S/C(=C\c2ccc(N3CCN(c4ccc(F)cc4)CC3)cc2)C1=O
1998,CHEMBL3735467,330.0,COc1ccc(C(=O)/C=C/c2cccc(Cl)c2)cn1
2829,CHEMBL4162029,330.0,C#CCNC1CCc2c(OCc3cccc(Cl)c3)cccc21
4371,CHEMBL1193856,330.0,C#CCN(C)C1CCc2cccc(OC(=O)N(C)C)c21
571,CHEMBL1766553,331.11,O=C1/C(=C/c2ccccc2)COc2ccc(Cl)cc21
754,CHEMBL1927668,332.0,Cn1c(=O)c2c(nc(SCCOc3ccccc3)n2C)n(C)c1=O
5044,CHEMBL5639156,332.0,COc1cc(Cl)c2c(=O)cc(-c3ccc(CC(C)C)cc3)oc2c1
2208,CHEMBL3786747,334.0,CCN(CC)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1
1100,CHEMBL972,334.0,C#CCN(C)[C@H](C)Cc1ccccc1
4643,CHEMBL5394462,334.0,Oc1cc(OCc2ccccc2F)ccc1CNc1ccccc1
933,CHEMBL2088300,334.0,Cn1c(=O)c2c(nc(COc3cccc(Cl)c3)n2C)n(C)c1=O
1225,CHEMBL2418208,334.5,Clc1cccc(-c2nc3ccc(N4CCCCC4)nc3o2)c1
1614,CHEMBL3319259,335.0,O=C(Nc1cc(Cl)cc(Cl)c1)c1ccc2cn[nH]c2c1
3492,CHEMBL4469018,335.7,Cc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccccc3)cc2oc1=O
5057,CHEMBL5641820,336.0,C#CCOc1ccc(-c2cc(=O)c3c(O)cc(Cl)cc3o2)cc1
2506,CHEMBL4088573,338.0,Cc1cccc(/C=C/c2ccc(C3=NNC(=O)CO3)cc2)c1
985,CHEMBL2151661,338.35,Fc1ccc(-c2csc(N/N=C\c3cccs3)n2)cc1
5691,CHEMBL3546039,340.0,COc1ccc(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)c(OC)c1OC
3093,CHEMBL4290868,340.0,Brc1ccc(-c2cc3ccccc3o2)cc1
2211,CHEMBL1814450,340.0,O=C1/C(=C/c2ccc(N3CCOCC3)cc2)Oc2cc(O)cc(O)c21
5687,CHEMBL3416658,340.0,COc1cc(/C=C2\Oc3cc(OCCN4CCCCC4)ccc3C2=O)cc(OC)c1OC
